RFP_raw,GCaMP_raw
38208,16016
45504,15376
43744,15136
36656,13408
27200,14272
23424,15488
29552,16160
42064,14080
27184,15072
30656,14640
31088,16320
,17280
,17120
47408,16944
39936,16592
36752,16944
39808,16816
40768,16112
35840,14928
31136,14992
28208,16944
35184,16432
30384,16368
36672,16400
37744,17056
37712,16368
33536,16864
34192,16496
27584,15888
44288,14816
,12240
26448,13376
31888,12400
26768,12464
24704,13856
26928,14608
28608,15616
43952,13072
37792,12560
24672,13104
29232,13568
,14912
,14224
30976,13872
30400,13440
